Product Name,Price,Rating,Ratings Count,Product Link
"Google Pixel 8a (Obsidian, 128 GB)","₹37,999",4.3,"(6,914)",https://www.flipkart.com/google-pixel-8a-obsidian-128-gb/p/itm5c791e407a330?pid=MOBGYQ2MNHZWXRNY&lid=LSTMOBGYQ2MNHZWXRNYGSN6LA&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_51_VAPFSVIRI72Z_MC.MOBGYQ2MNHZWXRNY&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Google%2Bsmartphones_3_51.productCard.PMU_V2_Google%2BPixel%2B8a%2B%2528Obsidian%252C%2B128%2BGB%2529_mobile-phones-store_MOBGYQ2MNHZWXRNY_neo%2Fmerchandising_2&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Google%2Bsmartphones_LIST_productCard_cc_3_NA_view-all&cid=MOBGYQ2MNHZWXRNY
"Google Pixel 9A (Iris, 256 GB)","₹49,999",4.5,"(1,635)",https://www.flipkart.com/google-pixel-9a-iris-256-gb/p/itmb2ce6b5391689?pid=MOBH9YMEHJC9NHHY&lid=LSTMOBH9YMEHJC9NHHYJIL7SI&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_51_VAPFSVIRI72Z_MC.MOBH9YMEHJC9NHHY&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Google%2Bsmartphones_4_51.productCard.PMU_V2_Google%2BPixel%2B9A%2B%2528Iris%252C%2B256%2BGB%2529_mobile-phones-store_MOBH9YMEHJC9NHHY_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Google%2Bsmartphones_LIST_productCard_cc_4_NA_view-all&cid=MOBH9YMEHJC9NHHY
"Google Pixel 9A (Porcelain, 256 GB)","₹49,999",4.5,"(1,635)",https://www.flipkart.com/google-pixel-9a-porcelain-256-gb/p/itmfe749ceddac9a?pid=MOBH9YME35EYPV4K&lid=LSTMOBH9YME35EYPV4K5K7UZW&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_51_VAPFSVIRI72Z_MC.MOBH9YME35EYPV4K&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Google%2Bsmartphones_5_51.productCard.PMU_V2_Google%2BPixel%2B9A%2B%2528Porcelain%252C%2B256%2BGB%2529_mobile-phones-store_MOBH9YME35EYPV4K_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Google%2Bsmartphones_LIST_productCard_cc_5_NA_view-all&cid=MOBH9YME35EYPV4K
"Google Pixel 7a (Charcoal, 128 GB)","₹27,999",4.2,"(27,353)",https://www.flipkart.com/google-pixel-7a-charcoal-128-gb/p/itmb4d7b100b1a4d?pid=MOBGZCQMHGWDYZQ7&lid=LSTMOBGZCQMHGWDYZQ7XLJASQ&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_51_VAPFSVIRI72Z_MC.MOBGZCQMHGWDYZQ7&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Google%2Bsmartphones_6_51.productCard.PMU_V2_Google%2BPixel%2B7a%2B%2528Charcoal%252C%2B128%2BGB%2529_mobile-phones-store_MOBGZCQMHGWDYZQ7_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Google%2Bsmartphones_LIST_productCard_cc_6_NA_view-all&cid=MOBGZCQMHGWDYZQ7
"Infinix SMART 9 HD (Coral Gold, 64 GB)","₹6,699",4.2,"(3,085)",https://www.flipkart.com/infinix-smart-9-hd-coral-gold-64-gb/p/itm6c336dc47593e?pid=MOBH88VZRMYQNBZW&lid=LSTMOBH88VZRMYQNBZWY1BOTR&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_52_CGFUJCCNDQXJ_MC.MOBH88VZRMYQNBZW&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Infinix%2Bsmartphones_1_52.productCard.PMU_V2_Infinix%2BSMART%2B9%2BHD%2B%2528Coral%2BGold%252C%2B64%2BGB%2529_mobile-phones-store_MOBH88VZRMYQNBZW_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Infinix%2Bsmartphones_LIST_productCard_cc_1_NA_view-all&cid=MOBH88VZRMYQNBZW
"Infinix Hot 50 5G (Vibrant Blue, 128 GB)","₹10,499",4.4,"(17,814)",https://www.flipkart.com/infinix-hot-50-5g-vibrant-blue-128-gb/p/itm61d8bc127842c?pid=MOBH45FZ9QH2BVKQ&lid=LSTMOBH45FZ9QH2BVKQT5WEMA&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_52_CGFUJCCNDQXJ_MC.MOBH45FZ9QH2BVKQ&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Infinix%2Bsmartphones_2_52.productCard.PMU_V2_Infinix%2BHot%2B50%2B5G%2B%2528Vibrant%2BBlue%252C%2B128%2BGB%2529_mobile-phones-store_MOBH45FZ9QH2BVKQ_neo%2Fmerchandising_1&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Infinix%2Bsmartphones_LIST_productCard_cc_2_NA_view-all&cid=MOBH45FZ9QH2BVKQ
"Infinix Note 50x 5G+ (Sea Breeze Green, 128 GB)","₹11,499",4.3,"(9,832)",https://www.flipkart.com/infinix-note-50x-5g-sea-breeze-green-128-gb/p/itm094fc01ad674b?pid=MOBHAYMDEZH8RUM8&lid=LSTMOBHAYMDEZH8RUM8ITPPWO&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_52_CGFUJCCNDQXJ_MC.MOBHAYMDEZH8RUM8&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Infinix%2Bsmartphones_3_52.productCard.PMU_V2_Infinix%2BNote%2B50x%2B5G%252B%2B%2528Sea%2BBreeze%2BGreen%252C%2B128%2BGB%2529_mobile-phones-store_MOBHAYMDEZH8RUM8_neo%2Fmerchandising_2&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Infinix%2Bsmartphones_LIST_productCard_cc_3_NA_view-all&cid=MOBHAYMDEZH8RUM8
"Infinix Note 50x 5G+ (Enchanted Purple, 128 GB)","₹12,999",4.3,"(2,668)",https://www.flipkart.com/infinix-note-50x-5g-enchanted-purple-128-gb/p/itm094fc01ad674b?pid=MOBHAYMDBVYQFEAA&lid=LSTMOBHAYMDBVYQFEAAWTCZDR&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_52_CGFUJCCNDQXJ_MC.MOBHAYMDBVYQFEAA&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Infinix%2Bsmartphones_4_52.productCard.PMU_V2_Infinix%2BNote%2B50x%2B5G%252B%2B%2528Enchanted%2BPurple%252C%2B128%2BGB%2529_mobile-phones-store_MOBHAYMDBVYQFEAA_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Infinix%2Bsmartphones_LIST_productCard_cc_4_NA_view-all&cid=MOBHAYMDBVYQFEAA
"Infinix SMART 9 HD (Metallic Black, 64 GB)","₹6,699",4.2,"(3,085)",https://www.flipkart.com/infinix-smart-9-hd-metallic-black-64-gb/p/itm6c336dc47593e?pid=MOBH88VZDZGZ8YMH&lid=LSTMOBH88VZDZGZ8YMHV1BJS0&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_52_CGFUJCCNDQXJ_MC.MOBH88VZDZGZ8YMH&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Infinix%2Bsmartphones_5_52.productCard.PMU_V2_Infinix%2BSMART%2B9%2BHD%2B%2528Metallic%2BBlack%252C%2B64%2BGB%2529_mobile-phones-store_MOBH88VZDZGZ8YMH_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Infinix%2Bsmartphones_LIST_productCard_cc_5_NA_view-all&cid=MOBH88VZDZGZ8YMH
"Infinix SMART 9 HD (Neo Titanium, 64 GB)","₹6,699",4.2,"(3,085)",https://www.flipkart.com/infinix-smart-9-hd-neo-titanium-64-gb/p/itm6c336dc47593e?pid=MOBH88VZYEFZGVGU&lid=LSTMOBH88VZYEFZGVGUHOPVJG&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_52_CGFUJCCNDQXJ_MC.MOBH88VZYEFZGVGU&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Infinix%2Bsmartphones_6_52.productCard.PMU_V2_Infinix%2BSMART%2B9%2BHD%2B%2528Neo%2BTitanium%252C%2B64%2BGB%2529_mobile-phones-store_MOBH88VZYEFZGVGU_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Infinix%2Bsmartphones_LIST_productCard_cc_6_NA_view-all&cid=MOBH88VZYEFZGVGU
